label_code,trans_target_f1,target_f1,delta_f1,trans_target_accuracy,delta_accuracy,div_score,w_dist,log_w_dist,inverse_div_score,sqrt_w_dist,inverse_log_w_dist
008.45,0.6288569378371913,,0.024566933547186975,0.635,0.010000000000000009,113.460863112414,8.874651201355812e-09,-18.54006680361293,0.008813611782674582,9.420536715790566e-05,-0.05393723823072356
041.11,0.6055944055944057,,0.032703911457052315,0.61,0.03500000000000003,149.2946000083034,9.031745944587753e-09,-18.522520138861825,0.006698165907838478,9.503549833924033e-05,-0.05398833379599976
042,0.5312861235362115,,0.031296269022484724,0.5325,0.02499999999999991,165.4619451556784,8.794777961976985e-09,-18.54910770501338,0.006043685749367498,9.378047750985802e-05,-0.05391094902800763
038.11,0.6632388706778048,,-0.013764334450400262,0.67,-0.019999999999999907,120.51872602837287,9.153574878873975e-09,-18.50912133681654,0.008297465737935009,9.56743167149574e-05,-0.05402741609407992
038.9,0.7149928748218706,,-0.020360660531664854,0.725,-0.020000000000000018,99.83424717140292,9.11808809251142e-09,-18.513005693816503,0.010016602802474435,9.548868044177499e-05,-0.054016080183781734
041.04,0.6533658390964725,,0.04467018692255942,0.655,0.022499999999999964,139.858625978429,9.150840599807852e-09,-18.509420093047204,0.007150077394255499,9.566002613321749e-05,-0.05402654405016371
112.0,0.5492227979274611,,0.028814634662154948,0.565,0.022499999999999964,137.0349319217852,9.418360131917715e-09,-18.480604847172998,0.007297409397559781,9.704823610925504e-05,-0.05411078307607293
070.54,0.5445285366232958,,0.009932611558343019,0.5525,0.03249999999999997,155.6170586397855,8.805157442079238e-09,-18.547928214172387,0.006426030724014322,9.3835800428617e-05,-0.05391437730688997
070.70,0.545004500450045,,0.014444383683031692,0.5575000000000001,0.030000000000000027,162.69492036087968,8.716304436009891e-09,-18.558070492065358,0.0061464733980745225,9.33611505713693e-05,-0.05388491225030951
250.00,0.5792156862745097,,0.026366097555355683,0.575,-0.0050000000000000044,119.74029322154067,8.622010778720844e-09,-18.568947510480655,0.00835140764312163,9.285478328401205e-05,-0.0538533484159822
250.02,0.5918367346938774,,0.009353741496598511,0.6,0.0050000000000000044,129.72370065110914,8.938722909240639e-09,-18.532873109280573,0.00770869158820478,9.454481957907921e-05,-0.053958174434337286
263.9,0.5979998484733692,,0.03405367485048205,0.605,0.020000000000000018,128.9545961448784,9.1626965079425e-09,-18.508125322984906,0.007754667378249289,9.572197505245334e-05,-0.05403032357675459
250.40,0.7286345838069975,,-0.02461742677215717,0.7275,-0.03249999999999997,94.66360728026692,9.186416705311323e-09,-18.50553988898532,0.010563721674363605,9.58457964926544e-05,-0.05403787222631693
244.9,0.5537696577243294,,0.010235655494674978,0.57,0.0050000000000000044,112.75997091025103,8.788615968345203e-09,-18.549808592897534,0.008868395335042516,9.374761846759204e-05,-0.05390891205114031
276.4,0.659846145795175,,0.013697155896185143,0.67,0.010000000000000009,104.55484245737429,9.570327150843046e-09,-18.464598447024773,0.009564358536599465,9.782804889622938e-05,-0.05415769007211372
276.51,0.5786951144094001,,0.02935844072039484,0.59,0.02749999999999997,130.26748074280545,8.905291949639477e-09,-18.53662013583041,0.007676512927845418,9.436785442956451e-05,-0.05394726722953378
197.0,0.5510204081632654,,-0.03327791558764581,0.5674999999999999,0.0,171.0606513902967,8.592206602320973e-09,-18.572410253575033,0.005845879761783278,9.269415624687985e-05,-0.0538433076992529
197.7,0.5306122448979592,,0.0028607820949501095,0.5375000000000001,0.0025000000000000577,178.9727447311996,8.766455969261754e-09,-18.552333220644137,0.0055874429455831775,9.362935420722367e-05,-0.05390157605013522
198.3,0.566315241442145,,-0.011896798090649363,0.57,0.014999999999999902,167.74222672086233,8.537100085268388e-09,-18.578844455282105,0.005961528111010992,9.239642896383165e-05,-0.053824660753628975
198.5,0.5474095028550474,,-0.026852912391424955,0.565,0.007499999999999951,172.3264538253489,8.657952488217097e-09,-18.564787575558093,0.005802939582413097,9.304811920838109e-05,-0.05386541569247867
296.80,0.532998324958124,,0.005598073880126009,0.545,0.025000000000000022,145.75993692891387,9.01079254537815e-09,-18.52484280633361,0.006860595723828374,9.492519447111051e-05,-0.05398156467260828
300.00,0.5413567839195981,,0.013938928143533369,0.55,0.010000000000000009,130.40180284068896,9.06361981790617e-09,-18.5189972582855,0.007668605634399806,9.52030452134078e-05,-0.05399860403092801
300.4,0.5440461806953953,,0.02489991578641848,0.56,0.015000000000000013,130.43483402525547,9.095762823466773e-09,-18.51545715565489,0.0076666636445167306,9.53717087163e-05,-0.05400892841009791
303.90,0.5012562814070352,,-0.015921529888423214,0.51,-0.007500000000000062,173.81813892794233,8.806808753368926e-09,-18.54774069265705,0.00575313949492094,9.384459895683356e-05,-0.053914922392455836
303.91,0.5516804593818612,,0.0038450167022836546,0.575,0.027499999999999858,163.04851359407695,8.827579325732995e-09,-18.545385001960437,0.006133143921137389,9.395519850297265e-05,-0.05392177082839152
272.0,0.578636773611648,,0.051476826779570106,0.5825,0.030000000000000027,131.15087248728724,8.801274112992242e-09,-18.54836934037537,0.007624806309214087,9.381510599574165e-05,-0.053913095089347766
272.4,0.6176364554041387,,0.04086877863646188,0.6125,0.01750000000000007,122.17026148666068,9.017305080047709e-09,-18.524120319126347,0.008185298024504812,9.495949178490641e-05,-0.05398367008918041
274.9,0.6329094451851092,,0.026053034357438554,0.64,0.015000000000000013,108.06429186230389,9.02907774974036e-09,-18.522815606545024,0.009253750547629605,9.50214594170199e-05,-0.05398747259820752
276.0,0.6394605917779523,,0.01447076678812742,0.645,0.007500000000000062,115.33666336984149,9.081559294700662e-09,-18.517019930585597,0.008670269893220115,9.529721556635672e-05,-0.05400437023606828
276.1,0.5824829931972789,,0.03005941698287351,0.5974999999999999,0.02749999999999997,119.94653842959771,9.047498408009625e-09,-18.520777536449813,0.008337047597142181,9.511833896788582e-05,-0.053993413507178636
276.2,0.5918367346938774,,0.018225086710370153,0.6,0.007499999999999951,121.18336379471916,9.05696093108219e-09,-18.519732211233855,0.0082519577661994,9.516806676129442e-05,-0.053996461103979224
276.3,0.6098231932054912,,0.026264634646932628,0.62,0.015000000000000013,125.0864621326759,8.944134348882075e-09,-18.532267899528183,0.007994470248421658,9.45734336316604e-05,-0.053959936550747746
276.52,0.5833333333333334,,0.03691341332882658,0.59,0.029999999999999916,127.65611033161102,8.820633752312514e-09,-18.5461721155054,0.00783354590236464,9.391822907355374e-05,-0.05391948234773239
276.7,0.6365897783808232,,0.018132683904006575,0.64,0.007499999999999951,124.55583062856377,8.963168676640335e-09,-18.530142025531447,0.008028528210630992,9.467401267845541e-05,-0.05396612711452328
276.8,0.5578947368421053,,0.026822848627359952,0.575,0.03499999999999992,135.23082815353558,9.233683845970209e-09,-18.50040775148433,0.00739476355838508,9.609205922431993e-05,-0.0540528626954056
278.00,0.5834992533598805,,0.016012914562066327,0.59,0.0025000000000000577,123.97696011105387,8.823382651725521e-09,-18.54586051984914,0.008066014839404336,9.393286246956131e-05,-0.05392038826829991
278.01,0.5973983915366763,,0.0036653918630824567,0.61,0.0050000000000000044,133.09367293404546,8.927811694355849e-09,-18.534094523111893,0.007513505172372467,9.448709803119074e-05,-0.05395461854114355
280.0,0.5364622897449809,,0.016364532413181143,0.555,0.007499999999999951,129.9332270854803,8.815033696807141e-09,-18.546807198437165,0.007696260782795161,9.388841087592835e-05,-0.05391763602763199
280.9,0.5662276677281806,,0.031088425742265446,0.58,0.015000000000000013,122.88168620286983,8.850951079339348e-09,-18.542740917108677,0.008137909162062308,9.40794934049889e-05,-0.05392945975302595
250.50,0.7949441082965849,,-0.029487327231571436,0.8,-0.03499999999999992,68.36283204863702,9.42402103740077e-09,-18.480003977717857,0.014627831674506198,9.707739714990699e-05,-0.05411254246512844
250.60,0.7272727272727272,,-0.04195804195804198,0.7275,-0.04749999999999999,99.99576538312202,8.970036184240444e-09,-18.52937612696629,0.010000423479620537,9.471027496655494e-05,-0.05396835776595163
250.80,0.6428515635170673,,0.003263934651087985,0.655,0.0050000000000000044,114.18912274312308,9.03218954478162e-09,-18.522471024404545,0.008757401545588316,9.503783217635817e-05,-0.0539884769522617
253.6,0.5426333796642788,,0.03644959055366037,0.555,0.040000000000000036,148.76702786915826,8.88036571722056e-09,-18.5394230964187,0.006721919596857899,9.423569237407109e-05,-0.05393911098523729
348.1,0.5598000621568424,,-0.015184303071425154,0.57,-0.015000000000000013,150.88332223652486,8.922605748453386e-09,-18.534677808748405,0.006627637734755064,9.445954556556677e-05,-0.05395292059126045
348.30,0.6015130190007036,,0.03887853986137013,0.61,0.030000000000000027,133.42415078330066,9.120116758671263e-09,-18.51278323045624,0.00749489499561544,9.549930239887233e-05,-0.05401672928114091
348.4,0.5606122448979591,,-0.003512613809979248,0.5575000000000001,0.010000000000000009,153.85557102490137,8.56914982736954e-09,-18.575097312598476,0.006499602148551066,9.256970253473617e-05,-0.05383551876854796
348.5,0.5552646887725421,,0.0024608749393165708,0.56,0.015000000000000013,159.009791573867,8.758338454545858e-09,-18.553259624127126,0.006288920890355713,9.358599497011215e-05,-0.0538988846304708
349.82,0.6766169154228856,,0.041696280502250715,0.675,0.020000000000000018,117.91874709371311,9.24592361587296e-09,-18.49908307273043,0.008480415749374219,9.615572586108931e-05,-0.054056733302317236
345.90,0.5378527372959991,,0.032296495784701396,0.545,0.025000000000000022,136.81398763710195,8.577433286073427e-09,-18.57413111900836,0.007309194164068168,9.261443346516474e-05,-0.05383831919742517
305.00,0.5782768400985725,,0.0054810429309160025,0.565,0.022499999999999964,132.14966572624303,8.974080787763755e-09,-18.52892532700794,0.007567177673166179,9.473162506662574e-05,-0.0539696707904797
305.1,0.5360978203083466,,0.04551532990025453,0.535,0.025000000000000022,133.87253179435282,8.81019815943728e-09,-18.54735590469313,0.007469792246374646,9.386265582987347e-05,-0.05391604092457001
305.60,0.5721464465183059,,-0.011353132326398563,0.57,0.0025000000000000577,144.29270801544055,8.766558042987832e-09,-18.552321577041273,0.006930357145234196,9.362989930031876e-05,-0.053901609879246186
311,0.5430157261794635,,0.01993880310254048,0.565,0.019999999999999907,128.62721185179356,8.97893200768353e-09,-18.528384891807104,0.007774404697135291,9.47572266778821e-05,-0.053971244975711874
327.23,0.6073298429319371,,0.00993145139526086,0.6225,0.007500000000000062,123.0503092185434,8.735850908100883e-09,-18.555830484469887,0.008126757310491197,9.346577399294825e-05,-0.05389141708515498
285.1,0.5336866198935164,,0.023048322021176015,0.55,0.020000000000000018,137.99922572738964,8.937227804136319e-09,-18.533040384871313,0.007246417468859198,9.453691238948054e-05,-0.0539576874184286
285.21,0.7245702182158514,,0.017132904148703054,0.72,0.0024999999999999467,117.13040853331219,8.896557427659813e-09,-18.53760144091793,0.008537492633397564,9.432156395893684e-05,-0.0539444114810186
285.29,0.6253205128205128,,0.03213480405691471,0.63,0.015000000000000013,124.94271386951074,9.14991342383304e-09,-18.509521419579915,0.00800366799335248,9.565517980660033e-05,-0.054026248293063406
285.9,0.5612244897959183,,0.032110920267841014,0.565,0.009999999999999898,121.1916844096623,8.609189753616369e-09,-18.57043562820599,0.008251391214431148,9.278571955649409e-05,-0.05384903294789352
286.6,0.6922996002524722,,-0.002662403687859971,0.7,-0.015000000000000013,102.13846078011832,9.19616108927651e-09,-18.50447971287871,0.009790631191836544,9.589661667272996e-05,-0.054040968215065356
286.7,0.6936724438519126,,-0.007096827172212161,0.7,-0.010000000000000009,98.42966688205152,9.118190480240078e-09,-18.512994464800865,0.010159538599254858,9.54892165652231e-05,-0.054016112947115086
286.9,0.6305102858669516,,0.013539627659179931,0.64,0.0,112.1171014135225,9.274390747193077e-09,-18.49600891824461,0.008919245925844007,9.630363828637565e-05,-0.0540657178756868
287.5,0.583974358974359,,0.02418161286036935,0.5974999999999999,0.020000000000000018,123.63547087122737,8.888139728627321e-09,-18.53854806368998,0.008088293698833007,9.427693105223207e-05,-0.05394165694985697
288.60,0.5948717948717949,,0.05085543671424009,0.605,0.04249999999999998,136.95769517762204,9.33787214811179e-09,-18.489187432062206,0.007301524742389161,9.663266605093637e-05,-0.05408566513128069
291.81,0.562362505978001,,0.020554509267136534,0.56,0.030000000000000027,168.44241972841786,8.287420744341442e-09,-18.60852704475721,0.005936746821924753,9.103527197927978e-05,-0.053738804667064786
293.0,0.6073298429319371,,0.03115077145072853,0.6174999999999999,0.01749999999999996,119.44968802412032,8.934158360136107e-09,-18.533383888615475,0.008371725506709329,9.452067689207535e-05,-0.05395668734916084
294.10,0.6198046663049377,,-0.019579916875762438,0.63,-0.015000000000000013,154.32430952886867,8.978232324889695e-09,-18.528462819789635,0.006479860516161487,9.475353463005849e-05,-0.05397101798061377
294.8,0.5876288659793814,,-0.003044709150152314,0.5974999999999999,-0.007500000000000062,120.07649364360327,8.704056075247041e-09,-18.559476704384938,0.00832802465874862,9.329553084283857e-05,-0.053880829504408166
338.29,0.6169154228855721,,0.06383448421161975,0.62,0.057499999999999996,149.53336908667222,8.912377953234168e-09,-18.535824745186527,0.0066874705365621906,9.440539154748614e-05,-0.0539495821603344
342.90,0.5473386716910034,,0.008840685431823148,0.56,0.012499999999999956,169.2039651186251,8.799812135698347e-09,-18.548535463906223,0.005910026986063373,9.380731387103218e-05,-0.05391261223539237
362.01,0.746268656716418,,-0.009500370487985577,0.75,-0.01750000000000007,95.77003835212574,9.326407487527793e-09,-18.490415945806074,0.010441679017849153,9.657332699833734e-05,-0.054082071648951534
365.9,0.5714285714285714,,0.022509748316199896,0.5725,0.0025000000000000577,121.21650110568987,8.876255250562338e-09,-18.539886074903077,0.00824970190426541,9.421388034977828e-05,-0.05393776401645056
331.4,0.5274420447790766,,-0.02255795522092341,0.535,0.007499999999999951,173.24734155759052,8.815174266237052e-09,-18.54679125200815,0.005772094342166758,9.388915947135246e-05,-0.053917682385718625
332.0,0.5670922422191458,,0.003262454985103247,0.585,-0.0050000000000000044,122.3318892047595,8.906083969086498e-09,-18.536531201718734,0.008174483419660076,9.437205078351587e-05,-0.05394752605640037
356.9,0.5729166666666666,,0.011692176870748305,0.585,0.0050000000000000044,118.80259823686096,9.106688739322686e-09,-18.514256667123945,0.008417324324896199,9.542897222187131e-05,-0.05401243041940299
357.2,0.6834170854271356,,-0.00093416703557192,0.685,-0.009999999999999898,125.87367163485132,9.041092266720978e-09,-18.521485843876484,0.007944473113495202,9.508465841933166e-05,-0.053991348665507685
438.89,0.582273612962773,,0.018301099873767823,0.5874999999999999,0.004999999999999893,138.6662159741738,8.847825855043485e-09,-18.543094074204213,0.0072115619004577665,9.406288245128088e-05,-0.05392843265521294
440.20,0.6446988448844885,,0.010554653098837075,0.645,-0.010000000000000009,110.53648051817187,9.245258795616301e-09,-18.499154979463285,0.009046787045437031,9.615226880119003e-05,-0.05405652318228284
441.2,0.5487060803702926,,-0.025565419274341306,0.5575000000000001,0.0025000000000000577,154.849446017796,8.51895829076872e-09,-18.580971769922026,0.006457885550879372,9.229820307443001e-05,-0.05381849842852414
441.4,0.5678460489431016,,0.03520534213681881,0.57,0.0050000000000000044,128.80379403517077,8.879259092545671e-09,-18.539547718947407,0.007763746460193114,9.42298206118725e-05,-0.05393874840743826
443.9,0.6359351432880844,,0.012984323615953253,0.63,-0.0050000000000000044,112.58478334949848,8.75527846411022e-09,-18.553609065419693,0.008882195002282735,9.356964499296885e-05,-0.05389786949126814
401.1,0.5685561828164876,,0.03302007909109694,0.575,0.014999999999999902,154.4974566824253,8.693172080879324e-09,-18.56072793770671,0.006472598458727599,9.323718185830867e-05,-0.05387719723904084
401.9,0.560805481612935,,0.03302427405644659,0.57,0.009999999999999898,135.69068016362928,8.769308192497819e-09,-18.55200791708338,0.007369702906596834,9.364458442695883e-05,-0.053902521197134824
403.90,0.7314616149458371,,-0.020437384477914877,0.73,-0.03249999999999997,105.15749497116835,8.871188681796917e-09,-18.54045703812712,0.009509545660765083,9.418698785817984e-05,-0.053936102974353424
403.91,0.6581250000000001,,-0.03733986580893045,0.665,-0.039999999999999925,116.8153259781833,8.865980206893821e-09,-18.541044333099105,0.008560520562060173,9.415933414640219e-05,-0.05393439452678617
410.11,0.6861236088089036,,0.01620490962191168,0.6825000000000001,0.007500000000000062,124.30674632895818,8.382063092307528e-09,-18.59717176035333,0.008044615674789346,9.155360775145635e-05,-0.05377161715158568
410.41,0.4692510169897104,,-0.008958999618865204,0.4575,-0.02999999999999997,199.7753459818224,8.517965580679221e-09,-18.581088306228473,0.005005622666227244,9.229282518527223e-05,-0.053818160891296936
410.71,0.6161406025824964,,0.017679144630745935,0.615,0.0050000000000000044,120.70633096085976,9.072103147976742e-09,-18.518061720098764,0.008284569599951308,9.524758867276768e-05,-0.05400133205705001
412,0.6666666666666667,,0.024185463659147977,0.6625000000000001,0.0,109.1356897647747,8.872221982799067e-09,-18.540340566607313,0.009162905390118917,9.419247306870686e-05,-0.05393644180415341
414.00,0.6700769271024125,,-0.036719295998158374,0.68,-0.029999999999999916,117.54215168141792,8.812264726405802e-09,-18.54712136687723,0.008507586305807677,9.387366364644453e-05,-0.05391672272042556
414.01,0.6034877357082442,,0.011800962293021522,0.6074999999999999,-0.010000000000000009,129.84063793957762,8.551533435288001e-09,-18.57715522092239,0.0077017489737331545,9.24745015411708e-05,-0.053829555069538154
414.02,0.703124294550544,,-0.004568013141763694,0.69,-0.030000000000000027,101.3493547199745,8.911175537751326e-09,-18.535959669514078,0.00986686104477895,9.439902297032172e-05,-0.05394918945819087
414.8,0.6992682576880769,,-0.0015010133360479072,0.695,-0.015000000000000013,90.66484447783404,9.041036414395656e-09,-18.52149202150372,0.011029633434649331,9.508436472099741e-05,-0.05399133065732423
415.19,0.528824255727809,,0.015156523525735599,0.535,0.015000000000000013,144.41793852437962,8.704079409511547e-09,-18.559474023539014,0.006924347558327645,9.329565589839404e-05,-0.053880837287290484
416.8,0.6717862402693036,,0.0034275262253102845,0.675,-0.0050000000000000044,100.63704296261483,8.929071354023998e-09,-18.533953439176155,0.00993669895856822,9.449376357212151e-05,-0.05395502925383688
421.0,0.5864954515756144,,0.0067201070943876395,0.595,0.007500000000000062,145.37209328628518,8.935575873045824e-09,-18.53322523903578,0.00687889936365347,9.452817502229599e-05,-0.05395714923346103
424.0,0.6157731157731158,,0.005073633907830888,0.62,-0.0025000000000000577,106.89486182767203,8.64911175178884e-09,-18.56580920892983,0.009354986599937103,9.300060081412829e-05,-0.053862451603726345
424.1,0.6134633563858898,,0.024310270625804264,0.61,0.0,110.81756028234615,8.693738810029025e-09,-18.560662747385845,0.009023840602988853,9.324022098873975e-05,-0.053877386471064666
425.4,0.6275643028220348,,-0.00508875840245504,0.635,-0.0050000000000000044,111.50819783188803,8.5529817530802e-09,-18.57698587174415,0.008967950513446732,9.248233211311336e-05,-0.05383004578374653
426.0,0.574310948682808,,0.005154185807878742,0.58,-0.010000000000000009,125.7176160705135,8.858996346514747e-09,-18.5418323579204,0.007954334732525568,9.412224150812999e-05,-0.053932102323902
427.1,0.5944656004061946,,0.012455018395612583,0.6,0.0050000000000000044,112.59251273750668,8.875253995625687e-09,-18.539998882769023,0.00888158524653728,9.420856646624917e-05,-0.05393743582850993
427.31,0.6020408163265306,,0.008968871141909363,0.61,-0.0050000000000000044,120.02643565352088,8.839491420006136e-09,-18.544036493625384,0.008331497928395458,9.401856954881911e-05,-0.053925691978861
427.32,0.6329094451851092,,-0.000256383960619444,0.6375,-0.007500000000000062,113.16828722734456,8.826580911145325e-09,-18.545498110097594,0.008836397762131833,9.394988510448176e-05,-0.053921441961999564
427.41,0.6045378407187454,,-0.014018860312182468,0.61,-0.012500000000000067,138.12864860641736,8.969007847246321e-09,-18.529490774881022,0.007239627767946908,9.470484595439835e-05,-0.05396802384637691
427.5,0.5876288659793814,,0.005361439051760231,0.595,0.0,133.4846924560906,8.895690319858e-09,-18.537698911211148,0.007491495703366489,9.431696729569924e-05,-0.053944127844002494
427.89,0.5449785816277963,,0.03410901641040498,0.555,0.020000000000000018,117.43009266924858,8.699890725588419e-09,-18.559955371641948,0.008515704767572494,9.32732047567168e-05,-0.05387943990037368
428.0,0.6345316325215823,,0.0032051019093374267,0.645,0.0,114.00018316821755,8.709193554123447e-09,-18.55888663887335,0.008771915730384484,9.332306014122902e-05,-0.053882542603897646
428.20,0.6801015228426396,,0.003093345834462524,0.6725000000000001,-0.014999999999999902,108.77964531697232,8.625059680668877e-09,-18.568593954555087,0.009192896309655233,9.287119941439798e-05,-0.05385437381243875
428.21,0.7132404181184668,,-0.0025613053028847865,0.705,-0.020000000000000018,98.33276132575418,8.705478116785456e-09,-18.559313340847936,0.01016955068196678,9.330315169802923e-05,-0.05388130377642043
428.22,0.7481706442201923,,0.007429903479451494,0.74,-0.010000000000000009,93.25051637765324,8.844908584836773e-09,-18.54342384462416,0.010723801206098654,9.404737415173682e-05,-0.05392747360892068
428.23,0.7673335294694518,,-0.007035698871204477,0.765,-0.015000000000000013,81.78641557591926,8.903267588654443e-09,-18.53684748279684,0.012226969392878423,9.43571279165196e-05,-0.05394660558803497
428.30,0.6699753694581281,,0.010355801209118165,0.665,-0.0050000000000000044,116.19421838969716,8.539348938791722e-09,-18.578581068727537,0.008606280190690358,9.240859775362745e-05,-0.05382542382008137
428.32,0.7277140335392762,,0.007092888405276998,0.72,-0.010000000000000009,102.57778003822881,8.786469616221712e-09,-18.550052842306602,0.009748699958483395,9.373617026645431e-05,-0.05390820222998649
428.33,0.759798149705635,,0.0071654038903151696,0.755,-0.007499999999999951,91.22356559158817,8.9690821704913e-09,-18.529482488241264,0.010962079738003698,9.470523834768223e-05,-0.05396804798162043
430,0.5801958166444148,,0.016590782182323016,0.57,0.02749999999999997,147.97200502505112,8.907164656719984e-09,-18.536409866452214,0.00675803507447712,9.437777628615745e-05,-0.05394787918505362
431,0.5477874318044049,,0.00661721432644069,0.5475000000000001,0.015000000000000124,158.24883024337527,8.786360541348516e-09,-18.550065256342613,0.00631916203400728,9.373558844616337e-05,-0.053908166153651745
432.1,0.5120818060840941,,-0.0035729530555909106,0.51,0.0050000000000000044,149.07043903432725,9.070694397297661e-09,-18.518217015959657,0.006708238108628127,9.524019318175316e-05,-0.05400087919577595
433.10,0.6225452445128995,,0.012032928423015732,0.62,-0.0050000000000000044,114.4701644950474,8.833694930307043e-09,-18.544692457953722,0.008735900786123754,9.398773819125047e-05,-0.053923784515019293
397.0,0.6563301282051283,,-0.023475697037590226,0.66,-0.020000000000000018,115.24550028841334,9.00965800681925e-09,-18.524968723114338,0.00867712836941486,9.491921832178798e-05,-0.05398119775242915
562.10,0.5757575757575758,,0.029365823180256156,0.585,0.02499999999999991,135.01345341213994,9.060922410253593e-09,-18.51929491078767,0.007406669296484224,9.518887755538244e-05,-0.0539977361350561
456.20,0.806122448979592,,-0.025910679526953473,0.81,-0.029999999999999916,71.53387947130031,8.818490204745978e-09,-18.54641516018067,0.013979390009194233,9.390681660425923e-05,-0.05391877575063722
456.21,0.7746897754076505,,-0.03765492456591557,0.7775000000000001,-0.04249999999999987,84.54887125649577,9.295306622138132e-09,-18.493756228459304,0.01182747900875343,9.641217050838619e-05,-0.0540723035194516
458.29,0.5985119936299392,,0.03368249856101169,0.6,0.015000000000000013,120.78381697510703,8.636747232218316e-09,-18.567239802768498,0.008279254829362573,9.293410155706201e-05,-0.05385830153660715
458.9,0.5464114832535885,,0.0014329016257921268,0.565,0.004999999999999893,122.80234711122236,8.913872830919335e-09,-18.535657028743316,0.0081431668329132,9.441330854767952e-05,-0.05395007031308877
459.81,0.6666666666666667,,0.010101010101010166,0.675,0.010000000000000009,111.030430210087,9.155847484861755e-09,-18.508873092393063,0.009006539901789474,9.568619275977989e-05,-0.05402814071976044
482.1,0.6062290240300712,,0.028688917078199427,0.615,0.015000000000000013,139.22414102377985,9.084625816040562e-09,-18.516682322953578,0.007182662379142978,9.531330345780993e-05,-0.054005354877227865
482.41,0.5979381443298969,,0.0,0.6074999999999999,-0.0025000000000000577,138.37836808086348,8.890929892040186e-09,-18.538234193111226,0.007226563037769277,9.429172759070747e-05,-0.05394257023528153
486,0.5714062540682688,,-0.00740753166510022,0.585,-0.0050000000000000044,117.09452554195828,8.653944645299178e-09,-18.565250591593667,0.008540108902372825,9.302658031605363e-05,-0.05386407229282428
491.21,0.5954156954156954,,-0.012831727264717041,0.6,-0.01749999999999996,134.49301906595844,8.703355639773249e-09,-18.55955717993014,0.007435330152783449,9.329177691400914e-05,-0.05388059587334206
553.3,0.5541507996953542,,0.011858055184623129,0.565,0.009999999999999898,142.73797105330306,8.731164197323616e-09,-18.556367120049746,0.007005844293713318,9.344069882724345e-05,-0.05388985858765006
557.0,0.5662276677281806,,-0.010287661385413704,0.59,0.0,125.24649676885811,8.893244862415996e-09,-18.537973852620777,0.007984255255023187,9.430400236689849e-05,-0.053943327784909276
560.1,0.5706883789785344,,0.013043620195255734,0.5825,0.0050000000000001155,147.67291916288622,9.189168890324614e-09,-18.505240340976954,0.0067717223013447694,9.586015277645145e-05,-0.05403874694810944
564.00,0.5984614579517504,,0.03513952915884977,0.61,0.03500000000000003,126.09129854382147,8.8968053438928e-09,-18.53757357477074,0.007930761373295417,9.432287815738449e-05,-0.05394449257161572
570,0.6389593566146704,,0.012945843101156762,0.645,0.007500000000000062,129.4896675698801,9.071428293391204e-09,-18.518136110752867,0.007722623887812069,9.524404597344238e-05,-0.05400111512407198
434.11,0.5714324265975821,,-0.01148214626673949,0.58,-0.010000000000000009,143.1071361952467,8.794534632330221e-09,-18.54913537291063,0.006987771725343316,9.377918016452384e-05,-0.05391086861441593
